year,month,category,concentration
2002,1,AMNITR,1.91852875601544
2002,2,AMNITR,2.05225791170608
2002,3,AMNITR,1.60132372260807
2002,4,AMNITR,0.931070128521293
2002,5,AMNITR,0.539767325014558
2002,6,AMNITR,0.301734255654394
2002,7,AMNITR,0.3280778379163
2002,8,AMNITR,0.251739903475304
2002,9,AMNITR,0.382432984454818
2002,10,AMNITR,0.915815292803219
2002,11,AMNITR,2.94903475140769
2002,12,AMNITR,1.16129240876616
2003,1,AMNITR,1.86381142281022
2003,2,AMNITR,1.84514455797432
2003,3,AMNITR,1.10702113295288
2003,4,AMNITR,0.789925300834527
2003,5,AMNITR,0.309775897140806
2003,6,AMNITR,0.312087262998621
2003,7,AMNITR,0.237899898081146
2003,8,AMNITR,0.234241146165202
2003,9,AMNITR,0.328781097901447
2003,10,AMNITR,0.938031823938614
2003,11,AMNITR,1.38035239496375
2003,12,AMNITR,0.784941623279045
2004,1,AMNITR,1.92534316771291
2004,2,AMNITR,2.51528940089524
2004,3,AMNITR,1.42551222383977
2004,4,AMNITR,0.965646520442821
2004,5,AMNITR,0.354603093357461
2004,6,AMNITR,0.234162776730011
2004,7,AMNITR,0.242660986167463
2004,8,AMNITR,0.229868842841425
2004,9,AMNITR,0.333036918174407
2004,10,AMNITR,0.887936866129403
2004,11,AMNITR,1.90938267897672
2004,12,AMNITR,1.2148149011141
2005,1,AMNITR,1.62885660129534
2005,2,AMNITR,1.72953851163928
2005,3,AMNITR,1.77217643838741
2005,4,AMNITR,0.687283460353719
2005,5,AMNITR,0.480961154633728
2005,6,AMNITR,0.200559277348725
2005,7,AMNITR,0.166069238603373
2005,8,AMNITR,0.178142705643829
2005,9,AMNITR,0.183110320682856
2005,10,AMNITR,0.616005596948792
2005,11,AMNITR,1.31254701842808
2005,12,AMNITR,1.02170002002901
2006,1,AMNITR,1.91852875601544
2006,2,AMNITR,1.8603964520772
2006,3,AMNITR,1.47625814709524
2006,4,AMNITR,0.61369933760335
2006,5,AMNITR,0.380786510664629
2006,6,AMNITR,0.198202064696584
2006,7,AMNITR,0.204510472699342
2006,8,AMNITR,0.167805509582176
2006,9,AMNITR,0.25681169804435
2006,10,AMNITR,0.961638509268102
2006,11,AMNITR,1.3385078584262
2006,12,AMNITR,0.995397863514026
2007,1,AMNITR,0.9789670816958
2007,2,AMNITR,2.06799599807758
2007,3,AMNITR,1.31223878009862
2007,4,AMNITR,1.17968301726173
2007,5,AMNITR,0.313777343953265
2007,6,AMNITR,0.255058074044561
2007,7,AMNITR,0.225782163937326
2007,8,AMNITR,0.173207522342438
2007,9,AMNITR,0.227033053900597
2007,10,AMNITR,0.38575696722693
2007,11,AMNITR,2.10704708895554
2007,12,AMNITR,0.806598545573643
2008,1,AMNITR,1.68466606331231
2008,2,AMNITR,1.6478655189628
2008,3,AMNITR,1.34038775101411
2008,4,AMNITR,0.451591646950662
2008,5,AMNITR,0.246048212913969
2008,6,AMNITR,0.149068638811649
2008,7,AMNITR,0.150088492217241
2008,8,AMNITR,0.110011059782504
2008,9,AMNITR,0.185191183639676
2008,10,AMNITR,0.729217744196879
2008,11,AMNITR,1.77541390151532
2008,12,AMNITR,0.743340235885517
2009,1,AMNITR,1.9008535072069
2009,2,AMNITR,1.92232480872669
2009,3,AMNITR,0.91531648651186
2009,4,AMNITR,0.313612469091071
2009,5,AMNITR,0.161832035399066
2009,6,AMNITR,0.157332166186959
2009,7,AMNITR,0.174537836746601
2009,8,AMNITR,0.137470582853705
2009,9,AMNITR,0.172970438070987
2009,10,AMNITR,0.479737123920583
2009,11,AMNITR,1.03535850121439
2009,12,AMNITR,0.809670403003587
2010,1,AMNITR,1.56501850040534
2010,2,AMNITR,1.79045026251541
2010,3,AMNITR,0.992717914086014
2010,4,AMNITR,0.444608493621086
2010,5,AMNITR,0.191817324475888
2010,6,AMNITR,0.122269349735009
2010,7,AMNITR,0.133896375706779
2010,8,AMNITR,0.131425596901596
2010,9,AMNITR,0.112595067467277
2010,10,AMNITR,0.335428273280668
2010,11,AMNITR,1.12755635065664
2010,12,AMNITR,1.30533939741068
2002,1,SOC,2.18066724855239
2002,2,SOC,1.93427215888147
2002,3,SOC,1.77996302363191
2002,4,SOC,1.15086826583733
2002,5,SOC,1.20660230490788
2002,6,SOC,1.289990691758
2002,7,SOC,1.36038500977446
2002,8,SOC,1.50382794028476
2002,9,SOC,1.31669752829907
2002,10,SOC,1.22872198722708
2002,11,SOC,1.0745386541487
2002,12,SOC,1.65313992788427
2003,1,SOC,2.06052321527713
2003,2,SOC,1.55259587600686
2003,3,SOC,1.32434556341112
2003,4,SOC,1.33438382521697
2003,5,SOC,1.10761711001123
2003,6,SOC,2.03575498857102
2003,7,SOC,0.981007140286157
2003,8,SOC,1.56360736700735
2003,9,SOC,2.07930037722742
2003,10,SOC,2.39412551151151
2003,11,SOC,2.01738467971506
2003,12,SOC,1.66523204494905
2004,1,SOC,1.86783944919036
2004,2,SOC,1.42198834335069
2004,3,SOC,1.94581018530521
2004,4,SOC,1.25149565640132
2004,5,SOC,1.16170814084826
2004,6,SOC,0.567619427561527
2004,7,SOC,0.622343812506978
2004,8,SOC,0.839270956780222
2004,9,SOC,1.07128321118105
2004,10,SOC,0.914840697777937
2004,11,SOC,0.928499250100605
2004,12,SOC,1.72883881173117
2005,1,SOC,1.64491040102288
2005,2,SOC,1.1940359364473
2005,3,SOC,1.19075438158647
2005,4,SOC,0.896484838958989
2005,5,SOC,0.844235796631807
2005,6,SOC,0.442072258686932
2005,7,SOC,0.510021417769533
2005,8,SOC,0.798155851270315
2005,9,SOC,1.1558658576593
2005,10,SOC,1.22556301846188
2005,11,SOC,1.28111031027069
2005,12,SOC,1.16902837009882
2006,1,SOC,2.18066724855239
2006,2,SOC,2.09546437114756
2006,3,SOC,2.31471172225453
2006,4,SOC,1.66441739324815
2006,5,SOC,1.35018674073871
2006,6,SOC,1.18679628443653
2006,7,SOC,1.84793041801918
2006,8,SOC,1.30507128527481
2006,9,SOC,1.17344814528075
2006,10,SOC,1.59064690634112
2006,11,SOC,1.27068177491164
2006,12,SOC,2.32437275021625
2007,1,SOC,1.24242677088181
2007,2,SOC,2.24372187705368
2007,3,SOC,2.53256936380607
2007,4,SOC,0.83423048193833
2007,5,SOC,0.964341724750558
2007,6,SOC,0.981228752045908
2007,7,SOC,0.823496008383179
2007,8,SOC,2.80746930941917
2007,9,SOC,2.12990393794422
2007,10,SOC,0.985245925372039
2007,11,SOC,1.80590061018653
2007,12,SOC,2.04691525288384
2008,1,SOC,1.67897485784744
2008,2,SOC,1.62261479011253
2008,3,SOC,1.58004393650016
2008,4,SOC,0.744356162604296
2008,5,SOC,0.570596040283611
2008,6,SOC,1.82368322822399
2008,7,SOC,1.44484066359532
2008,8,SOC,1.39168695286984
2008,9,SOC,0.996366696497408
2008,10,SOC,1.31275214889589
2008,11,SOC,1.70777960811645
2008,12,SOC,0.884744063936731
2009,1,SOC,2.12522119743092
2009,2,SOC,4.44964863830026
2009,3,SOC,1.85341345646442
2009,4,SOC,1.33959595511669
2009,5,SOC,0.4216916545196
2009,6,SOC,0.983606517540598
2009,7,SOC,0.922113108552527
2009,8,SOC,1.03800808291112
2009,9,SOC,1.09909128543894
2009,10,SOC,0.890626482678548
2009,11,SOC,1.14573046922669
2009,12,SOC,1.09200514452558
2010,1,SOC,1.40779805888708
2010,2,SOC,1.03520492884211
2010,3,SOC,1.76078206785975
2010,4,SOC,2.23427780587606
2010,5,SOC,0.57650325469033
2010,6,SOC,0.87841225548433
2010,7,SOC,1.29102189642865
2010,8,SOC,1.43209025545577
2010,9,SOC,1.66831697970501
2010,10,SOC,1.66567380591366
2010,11,SOC,1.69831137176937
2010,12,SOC,1.3626677821175
2002,1,SS,0.487169082734768
2002,2,SS,0.32360254922108
2002,3,SS,0.44829501938465
2002,4,SS,0.54951692223103
2002,5,SS,0.723312921252277
2002,6,SS,0.540899023388707
2002,7,SS,0.32723075356898
2002,8,SS,0.378979693032388
2002,9,SS,0.448073751210216
2002,10,SS,0.468754748468223
2002,11,SS,0.250413576191659
2002,12,SS,0.311371418782689
2003,1,SS,0.128530260449948
2003,2,SS,0.187783625883189
2003,3,SS,0.211008992587996
2003,4,SS,0.329702020924863
2003,5,SS,0.355652200927974
2003,6,SS,0.210573854798486
2003,7,SS,0.133196060493957
2003,8,SS,0.115860598585906
2003,9,SS,0.319150812908099
2003,10,SS,0.239261773689301
2003,11,SS,0.376618948171247
2003,12,SS,0.103228229189071
2004,1,SS,0.17063894958462
2004,2,SS,0.142064772888777
2004,3,SS,0.445882641371728
2004,4,SS,0.298253462746834
2004,5,SS,0.447806874999954
2004,6,SS,0.234260224335785
2004,7,SS,0.154281218502149
2004,8,SS,0.152273031766272
2004,9,SS,0.231592188235153
2004,10,SS,0.228557403890183
2004,11,SS,0.18091779625305
2004,12,SS,0.17147283503574
2005,1,SS,0.28109557349491
2005,2,SS,0.197596786265148
2005,3,SS,0.13100016815977
2005,4,SS,0.261266143858626
2005,5,SS,0.149960795867793
2005,6,SS,0.289260333557872
2005,7,SS,0.191247826744322
2005,8,SS,0.186765115837546
2005,9,SS,0.319148386000593
2005,10,SS,0.147327643946113
2005,11,SS,0.230371526877852
2005,12,SS,0.0932980801675367
2006,1,SS,0.487169082734768
2006,2,SS,0.0731058702946682
2006,3,SS,0.268833585598925
2006,4,SS,0.335723992091458
2006,5,SS,0.142240730051504
2006,6,SS,0.171349881052162
2006,7,SS,0.150931836179951
2006,8,SS,0.23760920757107
2006,9,SS,0.181120287103836
2006,10,SS,0.151595658398615
2006,11,SS,0.17041306511621
2006,12,SS,0.188264359643174
2007,1,SS,0.258344720859221
2007,2,SS,0.123331985075121
2007,3,SS,0.516697119089469
2007,4,SS,0.314042176735235
2007,5,SS,0.425981962154746
2007,6,SS,0.209805924260984
2007,7,SS,0.172810416493803
2007,8,SS,0.208226031156912
2007,9,SS,0.364455179839921
2007,10,SS,0.406231542775331
2007,11,SS,0.22383663552463
2007,12,SS,0.368585462186303
2008,1,SS,0.19940563576745
2008,2,SS,0.180184635133336
2008,3,SS,0.279800081580335
2008,4,SS,0.443321796606557
2008,5,SS,0.238070981904166
2008,6,SS,0.226528802272593
2008,7,SS,0.123976533676623
2008,8,SS,0.221012598070406
2008,9,SS,0.420967525573372
2008,10,SS,0.235957567903596
2008,11,SS,0.155809536120972
2008,12,SS,0.313744302772098
2009,1,SS,0.202250325322872
2009,2,SS,0.283024771041471
2009,3,SS,0.346314402677201
2009,4,SS,0.32390001381994
2009,5,SS,0.375755641816937
2009,6,SS,0.195696765803689
2009,7,SS,0.147294246123927
2009,8,SS,0.165354150682817
2009,9,SS,0.196503973809503
2009,10,SS,0.157849964770678
2009,11,SS,0.189777104156716
2009,12,SS,0.182697789754923
2010,1,SS,0.154368095065945
2010,2,SS,0.124750269848825
2010,3,SS,0.185288642279737
2010,4,SS,0.256694410071409
2010,5,SS,0.321162331150986
2010,6,SS,0.133978165717613
2010,7,SS,0.178204853441663
2010,8,SS,0.17808401331341
2010,9,SS,0.166414217264097
2010,10,SS,0.165414368266243
2010,11,SS,0.178833055567424
2010,12,SS,0.117915573996421
